repository,packaging_style,region_id,cohesion,coupling,score,action,decision_confidence,boundary
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.sitemap.domain.weave",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.sitemap.exception",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.sitemap.service",4,0.8367,0.4816,reconstruct,0.0184,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.sitemap.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.sitemap.wrapper",3.8333,0.6618,0.5657,preserve,0.0657,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.sms.service",0.5,0.8,0.2667,reconstruct,0.2333,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.sms.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.structure.dto",5.6667,0.8938,0.4781,reconstruct,0.0219,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.template",0.4,0.9512,0.1672,reconstruct,0.3328,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.time",1.3333,0.8681,0.3516,reconstruct,0.1484,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.time.domain",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.util",0.8462,0.9021,0.2781,reconstruct,0.2219,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.util.dao",1.3333,0.9358,0.3178,reconstruct,0.1822,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.util.sql.importsql",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.util.tenant",3,0.8676,0.4412,reconstruct,0.0588,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.util.xml",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.value",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.vendor.service",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.vendor.service.cache",1.4,0,0.7917,preserve,0.2917,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.vendor.service.exception",0.4,0.9890,0.1484,reconstruct,0.3516,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.vendor.service.message",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.vendor.service.monitor",6.3333,0.5682,0.6477,preserve,0.1477,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.vendor.service.monitor.handler",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.vendor.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.weave",2.2857,0.4839,0.6059,preserve,0.1059,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web",1.325,0.9216,0.3241,reconstruct,0.1759,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.boot.support",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.cache",0.6667,0.8889,0.2556,reconstruct,0.2444,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.config",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.controller",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.controller.annotation",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.deeplink",2,0.9,0.3833,reconstruct,0.1167,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.device",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.exception",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.expression",0.875,0.9320,0.2673,reconstruct,0.2327,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.filter",0.3,0.9559,0.1374,reconstruct,0.3626,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.form",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.payment.controller",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.payment.expression",1.25,0.8,0.3778,reconstruct,0.1222,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.payment.processor",1,0.8767,0.3116,reconstruct,0.1884,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.processor",0.5,0.9661,0.1836,reconstruct,0.3164,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.processor.attributes",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.request",3.5,0.4167,0.6806,preserve,0.1806,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.resource",0.5714,0.9322,0.2157,reconstruct,0.2843,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.resource.resolver",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.resource.transformer",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.security",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.util",0.8889,0.68,0.3953,reconstruct,0.1047,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.web.validator",0.75,0.9167,0.2560,reconstruct,0.2440,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.common.workflow",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.dao",0.7241,0.9754,0.2223,reconstruct,0.2777,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.domain",13.6167,0.8043,0.5636,preserve,0.0636,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.domain.dto",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.domain.pricing",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.service",1.1429,0.9722,0.2806,reconstruct,0.2194,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.service.dynamic",3.7143,0.7984,0.4947,reconstruct,0.0053,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.service.extension",0.625,0.8980,0.2433,reconstruct,0.2567,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.catalog.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.checkout.service",0.6667,0.9874,0.2063,reconstruct,0.2937,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.checkout.service.exception",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.checkout.service.gateway",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.checkout.service.strategy",0.5,0.9899,0.1717,reconstruct,0.3283,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.checkout.service.workflow",5.6875,0.8112,0.5196,preserve,0.0196,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.checkout.service.workflow.extension",0.6667,0.9091,0.2455,reconstruct,0.2545,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.config",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.demo",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.event",0.6667,0.8333,0.2833,reconstruct,0.2167,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.geolocation",2.5,0.2857,0.7143,preserve,0.2143,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.inventory.domain",0.5,0.9167,0.2083,reconstruct,0.2917,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.inventory.service",3.7143,0.8956,0.4461,reconstruct,0.0539,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.inventory.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.media.domain",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.dao",0.6364,0.9767,0.2061,reconstruct,0.2939,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.domain",4.8936,0.9040,0.4632,reconstruct,0.0368,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.service",1.84,0.9768,0.3355,reconstruct,0.1645,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.service.discount",0.5,0.9786,0.1774,reconstruct,0.3226,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.service.discount.domain",13.6429,0.7690,0.5813,preserve,0.0813,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.service.exception",0.75,0.9091,0.2597,reconstruct,0.2403,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.service.processor",2.1429,0.9727,0.3546,reconstruct,0.1454,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.service.workflow",0.3333,0.9898,0.1301,reconstruct,0.3699,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.offer.weave",0.5,0.9091,0.2121,reconstruct,0.2879,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.dao",0.8947,0.9708,0.2507,reconstruct,0.2493,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.domain",9.56,0.8993,0.5030,preserve,0.0030,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.domain.dto",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.domain.weave",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.event",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.extension",0.6667,0.9355,0.2323,reconstruct,0.2677,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.fulfillment.domain",4.9167,0.7511,0.5400,preserve,0.0400,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service",1.25,0.9812,0.2872,reconstruct,0.2128,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.call",1.5556,0.9507,0.3290,reconstruct,0.1710,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.exception",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.extension",0.6667,0.9412,0.2294,reconstruct,0.2706,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.manipulation",0.25,0.9815,0.1093,reconstruct,0.3907,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.workflow",5.3636,0.8618,0.4905,reconstruct,0.0095,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.workflow.add",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.workflow.add.extension",0.6667,0.9091,0.2455,reconstruct,0.2545,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.workflow.remove",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.workflow.service",0.5,0.9870,0.1732,reconstruct,0.3268,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.workflow.update",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.service.workflow.update.options",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.order.strategy",0.6667,0.9843,0.2079,reconstruct,0.2921,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.payment",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.payment.dao",0.5,0.9762,0.1786,reconstruct,0.3214,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.payment.domain",8.2,0.9095,0.4909,reconstruct,0.0091,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.payment.domain.secure",0.8571,0.9429,0.2593,reconstruct,0.2407,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.payment.service",0.7083,0.9715,0.2216,reconstruct,0.2784,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.payment.service.exception",0.6667,0.7778,0.3111,reconstruct,0.1889,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.payment.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.pricing.service",0.4286,0.9884,0.1558,reconstruct,0.3442,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.pricing.service.exception",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.pricing.service.fulfillment",0.25,0.9935,0.1032,reconstruct,0.3968,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.pricing.service.fulfillment.provider",2.5,0.9153,0.3995,reconstruct,0.1005,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.pricing.service.tax.provider",0.5,0.9846,0.1744,reconstruct,0.3256,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.pricing.service.workflow",0.1333,0.9964,0.0606,reconstruct,0.4394,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.promotionMessage.domain",1,0.9639,0.2681,reconstruct,0.2319,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.promotionMessage.domain.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.promotionMessage.dto",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.promotionMessage.dto.service",0.5,0.975,0.1792,reconstruct,0.3208,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.promotionMessage.service",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.promotionMessage.util",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.rating.dao",0.5,0.9770,0.1782,reconstruct,0.3218,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.rating.domain",7,0.75,0.5625,preserve,0.0625,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.rating.service",0.5,0.9881,0.1726,reconstruct,0.3274,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.rating.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.registration",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.rule",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.dao",1,0.95,0.275,reconstruct,0.2250,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.domain",4.3667,0.8880,0.4628,reconstruct,0.0372,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.domain.solr",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.redirect.dao",0.5,0.9474,0.1930,reconstruct,0.3070,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.redirect.domain",0.6667,0.9512,0.2244,reconstruct,0.2756,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.redirect.service",0.5,0.9,0.2167,reconstruct,0.2833,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.service",0.5,0.9932,0.1700,reconstruct,0.3300,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.service.solr",2.4118,0.9357,0.3856,reconstruct,0.1144,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.service.solr.index",2.6429,0.8984,0.4136,reconstruct,0.0864,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.search.service.solr.indexer",3.1579,0.8295,0.4650,reconstruct,0.0350,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.social.domain",0.5,0,0.6667,preserve,0.1667,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.store.dao",0.5,0.9574,0.1879,reconstruct,0.3121,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.store.domain",0.5,0.9802,0.1766,reconstruct,0.3234,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.store.service",0.75,0.9348,0.2469,reconstruct,0.2531,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.util",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.util.dao",0.5,0.9730,0.1802,reconstruct,0.3198,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.util.domain",0.5,0.9767,0.1783,reconstruct,0.3217,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.util.lock",0.5,0.9677,0.1828,reconstruct,0.3172,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.util.queue",0.5,0.9730,0.1802,reconstruct,0.3198,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.util.service",0.6923,0.9174,0.2458,reconstruct,0.2542,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.util.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.breadcrumbs",0.8,0.9677,0.2384,reconstruct,0.2616,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.catalog",0.2857,0.9623,0.1300,reconstruct,0.3700,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.checkout.model",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.checkout.section",2.3333,0.3636,0.6682,preserve,0.1682,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.checkout.service",0.5,0.9895,0.1719,reconstruct,0.3281,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.checkout.stage",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.checkout.validator",0.3333,0.92,0.1650,reconstruct,0.335,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.config",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.controller.account",1.2,0.9237,0.3109,reconstruct,0.1891,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.controller.account.validator",0.2,0.9655,0.1006,reconstruct,0.3994,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.controller.cart",0.5,0.9885,0.1724,reconstruct,0.3276,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.controller.catalog",0.4286,0.9764,0.1618,reconstruct,0.3382,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.controller.checkout",0.8333,0.9588,0.2478,reconstruct,0.2522,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.controller.contact",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.cookie",1,0.9231,0.2885,reconstruct,0.2115,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.expression",0.125,0.9914,0.0599,reconstruct,0.4401,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.expression.checkout",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.geolocation",0.5,0.9231,0.2051,reconstruct,0.2949,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.linkeddata.generator",1.1,0.9068,0.3085,reconstruct,0.1915,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.linkeddata.processor",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.money",0.5,0.75,0.2917,reconstruct,0.2083,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.order",0.2,0.9831,0.0918,reconstruct,0.4082,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.order.security",0.625,0.9528,0.2159,reconstruct,0.2841,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.order.security.exception",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.order.security.extension",0.6667,0.8333,0.2833,reconstruct,0.2167,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.order.service",0.5,0.9804,0.1765,reconstruct,0.3235,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.payment.service",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.processor",0.2857,0.968,0.1271,reconstruct,0.3729,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.processor.extension",0.5,0.9333,0.2000,reconstruct,0.3000,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.resolver",0.6667,0.875,0.2625,reconstruct,0.2375,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.search",0.6667,0.9048,0.2476,reconstruct,0.2524,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.security",1,0.6667,0.4167,reconstruct,0.0833,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.seo",1,0.9457,0.2771,reconstruct,0.2229,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.service",0.8,0.9447,0.2499,reconstruct,0.2501,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.web.util",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.workflow",4.7222,0.8737,0.4758,reconstruct,0.0242,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.workflow.state",4.5,0.7857,0.5162,preserve,0.0162,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.core.workflow.state.test",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.audit",1.3333,0.8667,0.3524,reconstruct,0.1476,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.config",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.config.properties",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.dto",5.8611,0.9559,0.4492,reconstruct,0.0508,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.dto.override",0.6667,0.9873,0.2063,reconstruct,0.2937,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.dto.visitor",0.5,0.9730,0.1802,reconstruct,0.3198,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.exception",0,1,0,reconstruct,0.5,0.5
