repository,packaging_style,region_id,cohesion,coupling,score,action,decision_confidence,boundary
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.processor",0.3333,0.9516,0.1492,reconstruct,0.3508,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.security",0.125,0.9808,0.0652,reconstruct,0.4348,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.dao",1.8571,0.9764,0.3368,reconstruct,0.1632,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.dao.provider.metadata",1.0588,0.9792,0.2675,reconstruct,0.2325,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.dao.provider.metadata.request",0.1429,0.9955,0.0647,reconstruct,0.4353,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.domain",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.factory",0.5,0.9767,0.1783,reconstruct,0.3217,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.dao",0.5,0.9758,0.1787,reconstruct,0.3213,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.domain",8.4286,0.7713,0.5613,preserve,0.0613,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.event",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.extension",0.8,0.9,0.2722,reconstruct,0.2278,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.external",0.3333,0.9545,0.1477,reconstruct,0.3523,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.handler",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.remote",2.2,0.8817,0.4029,reconstruct,0.0971,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.service",4.3571,0.8424,0.4855,reconstruct,0.0145,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.service.navigation",1.5714,0.9276,0.3417,reconstruct,0.1583,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.security.service.user",1.5,0.9,0.35,reconstruct,0.1500,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service",0.5,0.9927,0.1703,reconstruct,0.3297,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.artifact",0.75,0.8889,0.2698,reconstruct,0.2302,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.artifact.image",1.6667,0.9254,0.3498,reconstruct,0.1502,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.artifact.image.effects.chain",0.75,0.9667,0.2310,reconstruct,0.2690,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.artifact.image.effects.chain.conversion",2.2,0.8571,0.4152,reconstruct,0.0848,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.artifact.image.effects.chain.conversion.impl",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.artifact.image.effects.chain.filter",0.9091,0.9099,0.2831,reconstruct,0.2169,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.export",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.extension",0.625,0.8980,0.2433,reconstruct,0.2567,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.handler",0.625,0.9836,0.2005,reconstruct,0.2995,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.module",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence",9.9286,0.8183,0.5451,preserve,0.0451,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.datasource",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.extension",0.5,0.9355,0.1989,reconstruct,0.3011,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module",3.4706,0.9542,0.4111,reconstruct,0.0889,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module.criteria",5.4545,0.8571,0.4940,reconstruct,0.0060,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.converter",0.9,0.5263,0.4737,reconstruct,0.0263,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module.criteria.predicate",0.9,0.8784,0.2977,reconstruct,0.2023,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module.extension",1,0.9529,0.2735,reconstruct,0.2265,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module.provider",0.9091,0.9826,0.2468,reconstruct,0.2532,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module.provider.extension",0.5,0.9487,0.1923,reconstruct,0.3077,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.module.provider.request",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.persistence.validation",4.1481,0.7627,0.5215,preserve,0.0215,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.sandbox",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.server.util",0.3333,0.8571,0.1964,reconstruct,0.3036,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.weave",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.compatibility",0.3333,0.9375,0.1562,reconstruct,0.3438,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.controller",0.55,0.9763,0.1892,reconstruct,0.3108,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.controller.config",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.controller.entity",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.controller.modal",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.dao",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.editor",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.expression",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.filter",0.5,0.9791,0.1771,reconstruct,0.3229,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.form",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.form.component",16.375,0.6331,0.6547,preserve,0.1547,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.form.entity",12.3846,0.7876,0.5688,preserve,0.0688,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.handler",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.resource",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.rulebuilder",2.625,0.9216,0.4012,reconstruct,0.0988,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.rulebuilder.dto",1.625,0.9534,0.3328,reconstruct,0.1672,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.rulebuilder.enums",2.25,0.6897,0.5013,preserve,0.0013,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.rulebuilder.grouping",4,0.7241,0.5379,preserve,0.0379,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.rulebuilder.service",3.1429,0.8451,0.4568,reconstruct,0.0432,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.rulebuilder.statement",1.5,0.8889,0.3556,reconstruct,0.1444,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.service",0.8824,0.9804,0.2442,reconstruct,0.2558,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.openadmin.web.service.extension",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.config",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.dao",0.5,0.9687,0.1823,reconstruct,0.3177,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.demo",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.domain",4.1892,0.9187,0.4443,reconstruct,0.0557,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.dto",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.event",1.5,0.8525,0.3738,reconstruct,0.1262,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.extension",0.6667,0.9231,0.2385,reconstruct,0.2615,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.service",0.7826,0.9696,0.2347,reconstruct,0.2653,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.service.exception",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.service.handler",0.5,0.9737,0.1798,reconstruct,0.3202,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.service.listener",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.service.type",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.core.service.validator",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.dataprovider",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.util.dao",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.controller",0.3333,0.9831,0.1335,reconstruct,0.3665,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.controller.validator",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.config",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.controller",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.controller.dataprovider",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.expression",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.form",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.model",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.security",1,0.9115,0.2942,reconstruct,0.2058,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.service",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.service.login",0.5,0.9375,0.1979,reconstruct,0.3021,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.service.register",0.5,0.9412,0.1961,reconstruct,0.3039,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.core.util",0.5,0.875,0.2292,reconstruct,0.2708,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.email",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.profile.web.site.security",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.security.service",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.security.service.dataprovider",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.site.common.web.filter",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test",0.1667,0.9938,0.0746,reconstruct,0.4254,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.boot.properties",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.condition",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.autoconfig",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.autoconfig.nested",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.autoconfig.scan",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.enable",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.merge.reader",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.config",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.config.client",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.config.client.scan",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.crossmodule",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.crossmodule.early",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.crossmodule.late",0,0,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.entityconfig",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.importer",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.importer.merge",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.context.override.reader",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.generator",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.properties",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.properties.sources",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.rule",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.test.merge",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.test.merge.config.framework",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.time",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.util",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.util.dao",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.common.web.controller.annotation",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.config",0.1667,0.98,0.0814,reconstruct,0.4186,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.helper",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.junit",0,1,0,reconstruct,0.5,0.5
"Broadleaf Commerce","Multi-module, layered","pkg:org.broadleafcommerce.test.translation.sitejvm",0,1,0,reconstruct,0.5,0.5
